claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00436,POL-7156,CUST-2449,SHOP-001,2025-02-23,2026-02-15,2026-02-17,theft,rear,9553,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00876,POL-2733,CUST-2998,SHOP-019,2025-12-22,2026-01-29,2026-01-30,vandalism,front,2560,Montreal,3,18,58,My parked car was vandalized in Montreal and the front was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00382,POL-2276,CUST-8972,SHOP-004,2025-08-29,2026-02-27,2026-03-02,theft,front,11734,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00361,POL-3960,CUST-2926,SHOP-029,2024-05-14,2025-01-06,2025-01-06,vandalism,left side,1550,Quebec City,1,0,2,I found damage on the left side of my vehicle while parked in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00624,POL-4633,CUST-6507,SHOP-014,2025-05-05,2025-05-07,2025-05-09,theft,front,7334,Montreal,1,0,56,I discovered my vehicle missing in Montreal and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00971,POL-4578,CUST-3075,SHOP-006,2025-11-29,2026-03-04,2026-03-05,theft,front,10582,Gatineau,1,0,35,Another vehicle struck me on the front in Gatineau.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00939,POL-6409,CUST-8206,SHOP-024,2025-10-12,2026-01-18,2026-01-19,collision,rear,2181,Gatineau,1,0,24,Another vehicle struck me on the rear in Gatineau.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00785,POL-8600,CUST-5690,SHOP-027,2025-04-05,2025-07-24,2025-07-25,theft,left side,11426,Gatineau,1,0,28,I discovered my vehicle missing in Gatineau and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00837,POL-1783,CUST-6316,SHOP-015,2025-12-16,2026-02-17,2026-02-18,collision,left side,14788,Longueuil,0,0,28,I lost control briefly and damaged the left side of my vehicle in Longueuil.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00551,POL-4596,CUST-4325,SHOP-015,2024-08-28,2025-11-06,2025-11-07,theft,right side,8089,Gatineau,0,1,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00772,POL-3109,CUST-9306,SHOP-013,2025-12-03,2026-03-01,2026-03-01,theft,right side,14397,Montreal,1,0,29,I discovered my vehicle missing in Montreal and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00066,POL-1803,CUST-9138,SHOP-027,2024-10-20,2025-12-21,2025-12-22,vandalism,left side,2397,Sherbrooke,0,0,2,I found damage on the left side of my vehicle while parked in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00109,POL-6759,CUST-8325,SHOP-002,2024-12-27,2025-12-06,2025-12-09,theft,front,5614,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00191,POL-1439,CUST-5942,SHOP-007,2025-06-14,2025-12-16,2025-12-20,collision,right side,2710,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the right side of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00847,POL-5076,CUST-3938,SHOP-027,2024-07-04,2024-09-02,2024-09-07,theft,front,13705,Montreal,0,0,28,I discovered my vehicle missing in Montreal and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00972,POL-7364,CUST-4153,SHOP-027,2025-06-24,2025-10-06,2025-10-08,collision,right side,3919,Quebec City,1,0,28,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00070,POL-4626,CUST-2035,SHOP-021,2025-04-20,2025-10-21,2025-10-26,theft,front,6145,Montreal,0,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00451,POL-7468,CUST-7563,SHOP-023,2025-08-27,2025-10-22,2025-10-27,collision,front,3289,Laval,1,0,2,I was driving in Laval when another vehicle hit the front of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00123,POL-2204,CUST-7329,SHOP-017,2025-04-06,2026-02-11,2026-02-13,vandalism,front,2327,Montreal,1,0,2,I found damage on the front of my vehicle while parked in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00358,POL-8400,CUST-2481,SHOP-024,2025-05-27,2025-08-22,2025-08-23,vandalism,rear,3410,Quebec City,1,0,2,I found damage on the rear of my vehicle while parked in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00632,POL-3895,CUST-5194,SHOP-001,2025-07-04,2025-07-08,2025-07-12,collision,right side,8898,Sherbrooke,0,0,33,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00184,POL-8449,CUST-8996,SHOP-011,2025-08-18,2025-09-17,2025-09-22,collision,right side,2967,Montreal,1,0,2,I was driving in Montreal when another vehicle hit the right side of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00462,POL-5478,CUST-2102,SHOP-019,2025-06-27,2025-11-25,2025-11-28,collision,left side,1814,Sherbrooke,1,0,2,Another driver struck my vehicle on the left side while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00951,POL-8355,CUST-3066,SHOP-005,2024-03-16,2025-01-29,2025-01-31,vandalism,left side,3872,Laval,1,0,35,Another vehicle struck me on the left side in Laval.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00606,POL-7640,CUST-1323,SHOP-013,2025-07-23,2025-08-02,2025-08-06,vandalism,right side,9574,Gatineau,0,0,29,My parked car was vandalized in Gatineau and the right side was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00567,POL-2117,CUST-2352,SHOP-018,2025-11-03,2026-01-03,2026-01-08,theft,rear,8856,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00282,POL-5597,CUST-3293,SHOP-029,2025-07-05,2025-09-23,2025-09-25,vandalism,front,2108,Montreal,0,0,2,I found damage on the front of my vehicle while parked in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00483,POL-3703,CUST-6169,SHOP-024,2025-05-18,2025-09-02,2025-09-06,vandalism,right side,1717,Laval,0,0,2,My parked car was vandalized in Laval and the right side was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00601,POL-7419,CUST-5900,SHOP-027,2025-11-06,2025-11-11,2025-11-16,vandalism,right side,10225,Quebec City,1,0,28,I found damage on the right side of my vehicle while parked in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00073,POL-2501,CUST-4475,SHOP-021,2025-10-16,2025-11-20,2025-11-20,theft,rear,6031,Gatineau,0,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00888,POL-4346,CUST-3360,SHOP-003,2024-01-26,2024-03-25,2024-03-30,vandalism,right side,1822,Longueuil,3,21,73,My parked car was vandalized in Longueuil and the right side was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00039,POL-7043,CUST-3749,SHOP-020,2025-09-13,2025-11-11,2025-11-12,theft,front,9740,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00643,POL-3406,CUST-6984,SHOP-005,2024-03-21,2024-03-29,2024-04-01,collision,right side,10637,Laval,1,0,35,Another driver struck my vehicle on the right side while I was driving in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00511,POL-1383,CUST-1456,SHOP-029,2025-07-06,2026-01-03,2026-01-05,collision,left side,3231,Gatineau,0,0,2,Another driver struck my vehicle on the left side while I was driving in Gatineau.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00477,POL-2922,CUST-1231,SHOP-023,2025-06-22,2025-11-10,2025-11-13,vandalism,right side,1985,Laval,0,0,2,My parked car was vandalized in Laval and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00559,POL-6387,CUST-8397,SHOP-021,2024-11-07,2025-01-23,2025-01-24,collision,rear,1931,Sherbrooke,1,0,2,I was driving in Sherbrooke when another vehicle hit the rear of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00438,POL-7834,CUST-3938,SHOP-016,2025-12-05,2026-02-04,2026-02-04,collision,left side,3519,Montreal,1,1,2,Another driver struck my vehicle on the left side while I was driving in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00110,POL-8179,CUST-1570,SHOP-005,2024-03-09,2024-12-05,2024-12-10,theft,left side,8136,Gatineau,0,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00434,POL-7513,CUST-3423,SHOP-023,2025-03-13,2025-10-18,2025-10-21,theft,front,7331,Longueuil,1,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00025,POL-7528,CUST-6378,SHOP-009,2024-03-12,2025-01-21,2025-01-23,vandalism,right side,3696,Longueuil,0,0,2,My parked car was vandalized in Longueuil and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00135,POL-2845,CUST-6417,SHOP-006,2025-04-14,2025-09-22,2025-09-27,collision,front,3180,Longueuil,0,0,2,I was driving in Longueuil when another vehicle hit the front of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00901,POL-9922,CUST-3685,SHOP-019,2025-11-05,2026-01-21,2026-01-26,vandalism,rear,3113,Sherbrooke,2,21,58,I found damage on the rear of my vehicle while parked in Sherbrooke.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00108,POL-7955,CUST-2293,SHOP-014,2025-09-08,2025-11-23,2025-11-27,theft,left side,5840,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00600,POL-8836,CUST-4534,SHOP-016,2024-10-25,2025-11-19,2025-11-22,collision,left side,2125,Sherbrooke,0,0,2,Another driver struck my vehicle on the left side while I was driving in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00510,POL-4232,CUST-5940,SHOP-003,2024-02-07,2025-09-09,2025-09-11,theft,rear,9263,Gatineau,1,0,2,My car was stolen in Gatineau and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00432,POL-2840,CUST-8847,SHOP-029,2024-02-11,2024-08-01,2024-08-06,vandalism,front,3061,Montreal,1,0,2,My parked car was vandalized in Montreal and the front was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00649,POL-4794,CUST-4533,SHOP-026,2025-11-28,2025-11-30,2025-12-04,vandalism,rear,8958,Gatineau,1,0,32,I found damage on the rear of my vehicle while parked in Gatineau.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00381,POL-4992,CUST-9977,SHOP-006,2025-05-08,2025-12-20,2025-12-20,theft,rear,11667,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00635,POL-5068,CUST-2369,SHOP-009,2024-05-26,2024-05-30,2024-06-02,collision,front,9717,Sherbrooke,1,0,37,Another driver struck my vehicle on the front while I was driving in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00671,POL-5451,CUST-6222,SHOP-020,2024-04-20,2024-04-26,2024-05-01,theft,rear,11345,Longueuil,1,0,36,My car was stolen in Longueuil and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00946,POL-3608,CUST-6359,SHOP-019,2025-01-20,2025-04-02,2025-04-02,collision,front,1834,Laval,1,0,58,Another vehicle struck me on the front in Laval.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00767,POL-4283,CUST-3819,SHOP-010,2024-11-10,2025-01-20,2025-01-21,collision,rear,9305,Montreal,0,0,39,I was driving in Montreal when another vehicle hit the rear of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00117,POL-3526,CUST-3804,SHOP-022,2025-10-01,2026-01-25,2026-01-29,collision,front,2132,Montreal,1,0,2,Another driver struck my vehicle on the front while I was driving in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00763,POL-6291,CUST-7099,SHOP-019,2025-01-21,2026-01-23,2026-01-27,collision,left side,13307,Sherbrooke,1,0,58,I was driving in Sherbrooke when another vehicle hit the left side of my car.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00461,POL-9142,CUST-2234,SHOP-027,2025-07-02,2025-09-24,2025-09-26,theft,front,7435,Gatineau,1,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00832,POL-9867,CUST-8444,SHOP-005,2024-03-13,2025-03-27,2025-03-29,collision,right side,12283,Montreal,1,0,35,I lost control briefly and damaged the right side of my vehicle in Montreal.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00203,POL-2226,CUST-2020,SHOP-014,2025-11-09,2025-12-25,2025-12-26,theft,left side,11970,Longueuil,1,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00217,POL-3304,CUST-6425,SHOP-024,2024-03-20,2024-12-18,2024-12-20,theft,rear,10211,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
